dist,car,pt,walk
13900.0,0.9981104212319588,0.0018895787680411728,0.0
14000.0,0.9985927085337601,0.001407291466239858,0.0
14100.0,0.9945129020312901,0.005487097968709977,0.0
14200.0,0.9876366483309882,0.01236335166901184,0.0
14300.0,0.9808818935058898,0.01911810649411016,0.0
14400.0,0.9757774093251187,0.02422259067488126,0.0
14500.0,0.972574124305277,0.027425875694722986,0.0
14600.0,0.9706790097272225,0.029320990272777445,0.0
14700.0,0.9694349730865764,0.0305650269134235,0.0
14800.0,0.9703599499862277,0.029640050013772325,0.0
14900.0,0.9749702156117569,0.02502978438824312,0.0
15000.0,0.9829214956154119,0.01707850438458816,0.0
15100.0,0.9919685837928855,0.008031416207114494,0.0
15200.0,0.9984202745930273,0.0015797254069727258,0.0
15300.0,1.0,0.0,0.0
15400.0,1.0,0.0,0.0
15500.0,1.0,0.0,0.0
15600.0,1.0,0.0,0.0
15700.0,1.0,0.0,0.0
15800.0,1.0,0.0,0.0
15900.0,1.0,0.0,0.0
16000.0,1.0,0.0,0.0
16100.0,1.0,0.0,0.0
16200.0,1.0,0.0,0.0
16300.0,1.0,0.0,0.0
16400.0,1.0,0.0,0.0
16500.0,1.0,0.0,0.0
16600.0,1.0,0.0,0.0
16700.0,1.0,0.0,0.0
16800.0,1.0,0.0,0.0
16900.0,1.0,0.0,0.0
17000.0,1.0,0.0,0.0
17100.0,1.0,0.0,0.0
17200.0,1.0,0.0,0.0
17300.0,1.0,0.0,0.0
17400.0,1.0,0.0,0.0
17500.0,1.0,0.0,0.0
17600.0,1.0,0.0,0.0
17700.0,1.0,0.0,0.0
17800.0,1.0,0.0,0.0
17900.0,1.0,0.0,0.0
18000.0,1.0,0.0,0.0
18100.0,1.0,0.0,0.0
18200.0,1.0,0.0,0.0
18300.0,1.0,0.0,0.0
18400.0,1.0,0.0,0.0
18500.0,1.0,0.0,0.0
18600.0,1.0,0.0,0.0
18700.0,1.0,0.0,0.0
18800.0,1.0,0.0,0.0
18900.0,1.0,0.0,0.0
19000.0,1.0,0.0,0.0
19100.0,1.0,0.0,0.0
19200.0,1.0,0.0,0.0
19300.0,1.0,0.0,0.0
19400.0,1.0,0.0,0.0
19500.0,1.0,0.0,0.0
19600.0,1.0,0.0,0.0
19700.0,1.0,0.0,0.0
19800.0,1.0,0.0,0.0
19900.0,1.0,0.0,0.0
20000.0,1.0,0.0,0.0
20100.0,1.0,0.0,0.0
20200.0,1.0,0.0,0.0
20300.0,1.0,0.0,0.0
20400.0,1.0,0.0,0.0
20500.0,1.0,0.0,0.0
20600.0,1.0,0.0,0.0
20700.0,1.0,0.0,0.0
20800.0,1.0,0.0,0.0
20900.0,1.0,0.0,0.0
21000.0,1.0,0.0,0.0
21100.0,1.0,0.0,0.0
21200.0,1.0,0.0,0.0
21300.0,1.0,0.0,0.0
21400.0,1.0,0.0,0.0
21500.0,1.0,0.0,0.0
21600.0,1.0,0.0,0.0
21700.0,1.0,0.0,0.0
21800.0,1.0,0.0,0.0
21900.0,1.0,0.0,0.0
22000.0,1.0,0.0,0.0
22100.0,1.0,0.0,0.0
22200.0,1.0,0.0,0.0
22300.0,1.0,0.0,0.0
22400.0,1.0,0.0,0.0
22500.0,NaN,NaN,NaN
22600.0,NaN,NaN,NaN
22700.0,NaN,NaN,NaN
22800.0,NaN,NaN,NaN
22900.0,NaN,NaN,NaN
23000.0,NaN,NaN,NaN
23100.0,1.0,0.0,0.0
23200.0,1.0,0.0,0.0
23300.0,1.0,0.0,0.0
23400.0,1.0,0.0,0.0
23500.0,1.0,0.0,0.0
23600.0,1.0,0.0,0.0
23700.0,1.0,0.0,0.0
23800.0,1.0,0.0,0.0
23900.0,1.0,0.0,0.0
24000.0,1.0,0.0,0.0
24100.0,1.0,0.0,0.0
24200.0,1.0,0.0,0.0
24300.0,1.0,0.0,0.0
24400.0,NaN,NaN,NaN
24500.0,NaN,NaN,NaN
24600.0,NaN,NaN,NaN
24700.0,NaN,NaN,NaN
24800.0,NaN,NaN,NaN
24900.0,NaN,NaN,NaN
25000.0,NaN,NaN,NaN
25100.0,NaN,NaN,NaN
25200.0,NaN,NaN,NaN
25300.0,NaN,NaN,NaN
25400.0,NaN,NaN,NaN
25500.0,NaN,NaN,NaN
25600.0,NaN,NaN,NaN
25700.0,NaN,NaN,NaN
25800.0,NaN,NaN,NaN
25900.0,NaN,NaN,NaN
26000.0,NaN,NaN,NaN
26100.0,NaN,NaN,NaN
26200.0,NaN,NaN,NaN
26300.0,NaN,NaN,NaN
26400.0,NaN,NaN,NaN
26500.0,NaN,NaN,NaN
26600.0,NaN,NaN,NaN
26700.0,NaN,NaN,NaN
26800.0,NaN,NaN,NaN
26900.0,NaN,NaN,NaN
27000.0,NaN,NaN,NaN
27100.0,NaN,NaN,NaN
27200.0,NaN,NaN,NaN
27300.0,NaN,NaN,NaN
27400.0,NaN,NaN,NaN
27500.0,NaN,NaN,NaN
27600.0,NaN,NaN,NaN
27700.0,NaN,NaN,NaN
27800.0,NaN,NaN,NaN
27900.0,NaN,NaN,NaN
28000.0,NaN,NaN,NaN
28100.0,NaN,NaN,NaN
28200.0,NaN,NaN,NaN
28300.0,NaN,NaN,NaN
28400.0,NaN,NaN,NaN
28500.0,NaN,NaN,NaN
28600.0,NaN,NaN,NaN
28700.0,NaN,NaN,NaN
28800.0,NaN,NaN,NaN
28900.0,NaN,NaN,NaN
29000.0,NaN,NaN,NaN
29100.0,NaN,NaN,NaN
29200.0,NaN,NaN,NaN
29300.0,NaN,NaN,NaN
29400.0,NaN,NaN,NaN
29500.0,NaN,NaN,NaN
29600.0,NaN,NaN,NaN
29700.0,NaN,NaN,NaN
29800.0,NaN,NaN,NaN
